CatalogEntryAssociation
PartNumber,AssociationType,TargetPartNumber,Sequence,Quantity
Y4086,QUICK,Y4083,1,1
Y4087,COORD,Y4494,500,1
Y4087,COORD,Y4086,100,1
Y4087,COORD,BDG58,400,1
Y4087,COORD,Y4388,200,1
Y4087,COORD,Y4094,300,1
Y4088,COORD,Y4412,300,1
Y4088,COORD,Y4413,200,1
Y4088,COORD,Y5195,100,1
Y4089,COORD,BMF69,400,1
Y4089,COORD,BDG64,300,1
Y4089,COORD,BDG65,200,1
Y4089,COORD,Y7465,100,1
Y4091,COORD,Y4473,0,1
Y4091,COORD,Y4500,0,1
Y4091,COORD,BHV81,0,1
Y4091,COORD,BHV88,0,1
Y4091,COORD,BHV84,0,1
Y4091,COORD,BHV83,0,1
Y4091,COORD,CGL54,0,1
Y4091,COORD,Y4499,0,1
Y4091,COORD,Y4088,0,1
Y4091,COORD,Y4093,0,1
Y4091,COORD,BMF69,400,1
Y4091,COORD,Y4474,300,1
Y4091,COORD,Y4418,100,1
Y4091,COORD,CCX57,30,1
Y4091,COORD,BDG57,20,1
Y4092,COORD,Y4499,400,1
Y4092,COORD,Y4475,300,1
Y4092,COORD,Y4368,200,1
Y4092,COORD,BJP89,100,1
Y4095,COORD,Y4499,400,1
Y4095,COORD,Y4475,300,1
Y4095,COORD,Y4368,200,1
Y4095,COORD,BJP89,100,1
Y4102,COORD,CCX58,400,1
Y4102,COORD,BJP99,300,1
Y4102,COORD,Y5017,100,1
Y4104,YMAL,Y4081,0,1
Y4104,YMAL,Y4075,0,1
Y4104,COORD,Y4070,4,1
Y4104,COORD,Y4083,1,1
Y4104,COORD,BJP99,300,1
Y4104,COORD,CBN20,2,1
Y4104,YMAL,Y4071,0,1
Y4104,YMAL,Y4073,0,1
Y4104,COORD,CCX58,400,1
Y4104,COORD,Y4508,200,1
Y4104,MINI_CART,Y4471,1,1
Y4104,MINI_CART,BJP94,1,1
Y4104,MINI_CART,CBN20,1,1
Y4105,COORD,CCX58,400,1
Y4105,COORD,BJP99,300,1
Y4105,COORD,Y5017,100,1
Y4107,COORD,BJP89,100,1
Y4107,COORD,CCX58,400,1
Y4107,COORD,BJP99,300,1
Y4108,COORD,Y4507,0,1
Y4108,COORD,Y4111,0,1
Y4108,COORD,Y4109,0,1
Y4108,COORD,Y4423,0,1
Y4108,MINI_CART,Y4471,1,1
Y4108,MINI_CART,BJP94,1,1
Y4108,MINI_CART,CBN20,1,1
Y4108,COORD,Y4110,200,1
Y4108,QUICK,CMF02,0,1
Y4109,COORD,Y4507,0,1
Y4109,COORD,Y4110,0,1
Y4109,COORD,Y4423,0,1
Y4109,COORD,BJP99,300,1
Y4109,COORD,Y4111,200,1
C6327,QUICK,D9779,10,1
N7298,QUICK,D9776,10,1
V8601,QUICK,D9775,10,1
W3542,QUICK,D9775,10,1
W9554,QUICK,D9775,10,1
X6172,QUICK,D9775,10,1
Y3682,QUICK,D9775,10,1
BBR38,MINI_CART,Y4471,1,1
BBR38,MINI_CART,BJP94,1,1
BBR38,MINI_CART,CBN20,1,1
BBT41,COORD,CCX58,400,1
BBT41,COORD,BJP99,300,1
BBT41,COORD,Y4508,200,1
BCG12,COORD,BMF69,400,1
BCG12,COORD,BGP34,300,1
BCG12,COORD,Y4473,200,1
BCG12,COORD,Y7465,100,1
BCX89,COORD,Y4499,400,1
BCX89,COORD,Y4475,300,1
BCX89,COORD,Y4368,200,1
BCX89,COORD,BJP89,100,1
BDG01,COORD,CCX58,400,1
BDG01,COORD,BJP99,300,1
BDG01,COORD,BDG02,200,1
BDG02,COORD,CCX58,400,1
BDG02,COORD,BJP99,300,1
BDG02,COORD,BDG01,200,1
BDG12,YMAL,BDG16,0,1
BDG12,YMAL,BDG14,0,1
BDG12,YMAL,BDG13,0,1
BDG12,YMAL,BDG15,0,1
BDG12,YMAL,CLC27,0,1
BDG12,YMAL,CDK33,0,1
BDG13,YMAL,BDG12,0,1
BDG13,YMAL,BDG14,0,1
BDG13,YMAL,BDG16,0,1
BDG13,YMAL,BDG15,0,1
BDG13,YMAL,CLC27,0,1
BDG13,YMAL,CDK33,0,1
BDG13,MINI_CART,Y4508,0,1
BDG13,MINI_CART,Y4114,0,1
BDG13,MINI_CART,Y4116,0,1
BDG13,MINI_CART,BJP94,1,1
BDG13,MINI_CART,Y4471,1,1
BDG13,MINI_CART,CBN20,1,1
BDG13,QUICK,CBN20,100,1
BDG14,YMAL,BDG12,0,1
BDG14,YMAL,BDG16,0,1
BDG14,YMAL,CDK33,0,1
BDG14,YMAL,BDG15,0,1
BDG14,YMAL,BDG13,0,1
BDG14,YMAL,CLC27,0,1
BDG14,MINI_CART,Y4471,1,1
BDG14,MINI_CART,BJP94,1,1
BDG14,MINI_CART,CBN20,1,1
BDG14,QUICK,CBN20,100,1
BDG17,COORD,CCX58,400,1
BDG17,COORD,BJP99,300,1
BDG17,COORD,BJP89,100,1
BDG18,COORD,CCX58,400,1
BDG18,COORD,BJP99,300,1
BDG18,COORD,BJP89,100,1
BDG19,COORD,CCX58,400,1
BDG19,COORD,BJP99,300,1
BDG19,COORD,BJP89,100,1
BDG54,COORD,Y4499,400,1
BDG54,COORD,CCX58,300,1
BDG54,COORD,BDG57,200,1
BDG54,COORD,BJP89,100,1
BDG56,MINI_CART,Y4471,1,1
BDG56,MINI_CART,BJP94,1,1
BDG56,MINI_CART,CBN20,1,1
BDG56,QUICK,CBN20,100,1
BDG56,COORD,Y4499,400,1
BDG56,COORD,CCX58,300,1
BDG56,COORD,BDG57,200,1
BDG56,COORD,BJP89,100,1
BDG57,COORD,Y4088,0,1
BDG57,COORD,Y4473,0,1
BDG57,COORD,Y4500,0,1
BDG57,COORD,BHV81,0,1
BDG57,COORD,BHV88,0,1
BDG57,COORD,BHV84,0,1
BDG57,COORD,BHV83,0,1
BDG57,COORD,CGL54,0,1
BDG57,COORD,Y4083,0,1
BDG57,COORD,Y4093,0,1
BDG57,COORD,CCX61,200,1
BDG57,COORD,BDG56,100,1
BDG58,COORD,Y4088,0,1
BDG58,COORD,Y4473,0,1
BDG58,COORD,Y4500,0,1
BDG58,COORD,BHV81,0,1
BDG58,COORD,BHV88,0,1
BDG58,COORD,BHV84,0,1
BDG58,COORD,BHV83,0,1
BDG58,COORD,CGL54,0,1
BDG58,COORD,BDG54,0,1
BDG58,COORD,Y4388,0,1
BDG58,COORD,Y4415,0,1
BDG58,COORD,Y4412,0,1
BDG58,COORD,Y4418,100,1
BDG64,COORD,BMF69,400,1
BDG64,COORD,BGP34,300,1
BDG64,COORD,Y4473,200,1
BDG64,COORD,Y7465,100,1
BDG65,COORD,BMF69,400,1
BDG65,COORD,BDG64,300,1
BDG65,COORD,Y4473,200,1
BDG65,COORD,Y7465,100,1
BDG67,COORD,Y4412,300,1
BDG67,COORD,Y4413,200,1
BDG67,COORD,Y5195,100,1
BGP34,COORD,BMF69,400,1
BGP34,COORD,BDG64,300,1
BGP34,COORD,Y4473,200,1
BGP34,COORD,Y7465,100,1
BHV76,COORD,BHV85,0,1
BHV76,COORD,BDG67,200,1
BHV76,COORD,BHV86,100,1
BHV77,COORD,CCR57,400,1
Y4418,COORD,Y4088,0,1
Y4418,COORD,Y4473,0,1
Y4418,COORD,Y4500,0,1
Y4418,COORD,BHV81,0,1
Y4418,COORD,BHV88,0,1
Y4418,COORD,BHV84,0,1
Y4418,COORD,BHV83,0,1
Y4418,COORD,CGL54,0,1
Y4418,COORD,Y4412,0,1
Y4418,COORD,BMF69,400,1
Y4418,COORD,Y4094,300,1
Y4418,COORD,BDG58,100,1
Y4421,COORD,CCX58,400,1
Y4421,COORD,BJP99,300,1
Y4421,COORD,Y5017,100,1
Y4422,MINI_CART,BJP94,1,1
Y4422,MINI_CART,Y4471,1,1
Y4422,MINI_CART,CBN20,1,1
Y4422,COORD,CCX58,400,1
Y4422,COORD,BJP99,300,1
Y4422,COORD,Y5017,100,1
Y4422,QUICK,Y4083,0,1
Y4471,COORD,Y4088,0,1
Y4471,COORD,Y4473,0,1
Y4471,COORD,Y4500,0,1
Y4471,COORD,BHV81,0,1
Y4471,COORD,BHV88,0,1
Y4471,COORD,BHV84,0,1
Y4471,COORD,BHV83,0,1
Y4471,COORD,CGL54,0,1
Y4471,COORD,CBN18,400,1
Y4471,COORD,CCX57,200,1
Y4471,COORD,Y4412,100,1
Y4473,COORD,BMF69,400,1
Y4473,COORD,BDG64,300,1
Y4473,COORD,BDG65,200,1
Y4473,COORD,Y7465,100,1
Y4474,COORD,BMF69,400,1
Y4474,COORD,Y4094,300,1
Y4474,COORD,BDG58,100,1
Y4475,COORD,Y4088,0,1
Y4475,COORD,Y4473,0,1
Y4475,COORD,Y4500,0,1
Y4475,COORD,BHV81,0,1
Y4475,COORD,BHV88,0,1
Y4475,COORD,BHV84,0,1
Y4475,COORD,BHV83,0,1
Y4475,COORD,CGL54,0,1
Y4475,MINI_CART,BHV88,0,1
Y4475,MINI_CART,Y4473,0,1
Y4475,MINI_CART,Y4500,0,1
Y4475,MINI_CART,BHV83,0,1
Y4475,MINI_CART,CGL54,0,1
Y4475,COORD,Y4412,0,1
Y4475,YMAL,Y8785,0,1
Y4475,YMAL,Y5856,0,1
Y4475,YMAL,Y5492,0,1
Y4475,COORD,Y4485,0,1
Y4475,COORD,Y5022,0,1
Y4475,COORD,Y5018,0,1
Y4475,COORD,Y5021,0,1
Y4475,QUICK,CKV20,0,1
Y4475,MINI_CART,BJP94,1,1
Y4475,MINI_CART,Y4471,1,1
Y4475,MINI_CART,CBN20,1,1
Y4475,COORD,BMF69,400,1
Y4475,COORD,Y4482,300,1
Y4475,COORD,BDG58,100,1
Y4475,YMAL,BDG57,40,1
Y4475,YMAL,Y4091,30,1
Y4475,YMAL,Y4474,10,1
Y4475,YMAL,CCX57,20,1
Y4478,COORD,Y4088,0,1
Y4478,COORD,Y4473,0,1
Y4478,COORD,Y4500,0,1
Y4478,COORD,BHV81,0,1
Y4478,COORD,BHV88,0,1
Y4478,COORD,BHV84,0,1
Y4478,COORD,BHV83,0,1
Y4478,COORD,CGL54,0,1
Y4481,COORD,Y4088,0,1
Y4481,COORD,Y4473,0,1
Y4481,COORD,Y4500,0,1
Y4481,COORD,BHV81,0,1
Y4481,COORD,BHV88,0,1
Y4481,COORD,BHV84,0,1
Y4481,COORD,BHV83,0,1
Y4481,COORD,CGL54,0,1
Y4481,COORD,BDG64,0,1
Y4481,COORD,Y4422,0,1
Y4481,COORD,Y4083,0,1
Y4481,COORD,BDG65,0,1
Y4481,COORD,Y4105,400,1
Y4481,COORD,Y4418,100,1
Y4482,COORD,Y4499,400,1
Y4482,COORD,Y4475,300,1
Y4482,COORD,Y4368,200,1
Y4482,COORD,BJP89,100,1
Y4485,COORD,Y4475,0,1
Y4485,COORD,Y4482,0,1
Y4485,COORD,Y8785,0,1
Y4485,COORD,Y5022,0,1
Y4486,COORD,Y4482,0,1
Y4486,COORD,Y4475,0,1
Y4486,COORD,Y5022,0,1
Y4486,COORD,Y4485,0,1
Y4494,COORD,Y4412,300,1
Y4494,COORD,Y4413,200,1
Y4494,COORD,Y5195,100,1
Y4496,COORD,Y4088,0,1
Y4496,COORD,Y4473,0,1
Y4496,COORD,Y4500,0,1
Y4496,COORD,BHV81,0,1
Y4496,COORD,BHV88,0,1
Y4496,COORD,BHV84,0,1
Y4496,COORD,BHV83,0,1
Y4496,COORD,CGL54,0,1
Y4496,COORD,Y5024,0,1
Y4496,COORD,Y4368,0,1
Y4496,COORD,Y4110,0,1
Y4496,COORD,BMF69,400,1
Y4496,COORD,Y4474,300,1
Y4496,COORD,BDG58,100,1
Y4497,COORD,Y4088,0,1
Y4497,COORD,Y4473,0,1
Y4497,COORD,Y4500,0,1
Y4497,COORD,BHV81,0,1
Y4497,COORD,BHV88,0,1
Y4497,COORD,BHV84,0,1
Y4497,COORD,BHV83,0,1
Y4497,COORD,CGL54,0,1
Y4497,COORD,Y4412,4,1
Y4497,COORD,BMF69,400,1
Y4497,COORD,Y4474,300,1
Y4497,COORD,BDG58,100,1
Y4499,COORD,BCX89,400,1
Y4499,COORD,Y4475,300,1
Y4499,COORD,Y4368,200,1
Y4499,COORD,BJP89,100,1
Y4500,COORD,BMF69,400,1
Y4500,COORD,BDG64,300,1
Y4500,COORD,BDG65,200,1
Y4500,COORD,Y7465,100,1
Y4501,COORD,CCX58,400,1
Y4501,COORD,BJP99,300,1
Y4501,COORD,Y5017,100,1
Y4503,MINI_CART,Y4471,1,1
Y4503,MINI_CART,BJP94,1,1
Y4503,MINI_CART,CBN20,1,1
Y4503,QUICK,CBN20,100,1
Y4503,COORD,CCX58,400,1
Y4503,COORD,BJP99,300,1
Y4503,COORD,BMF69,100,1
Y4504,COORD,Y4083,1,1
Y4504,COORD,Y4508,200,1
Y4504,COORD,CBN20,2,1
Y4504,COORD,CCX58,400,1
Y4504,COORD,Y4070,4,1
Y4504,COORD,BJP99,300,1
Y4505,MINI_CART,Y4471,1,1
Y4505,MINI_CART,BJP94,1,1
Y4505,MINI_CART,CBN20,1,1
Y4505,QUICK,CBN20,100,1
Y4505,COORD,CCX58,400,1
Y4505,COORD,BJP99,300,1
Y4505,COORD,BMF69,100,1
Y4507,COORD,Y4111,0,1
Y4507,COORD,Y4423,0,1
Y4507,COORD,BDG11,0,1
Y4507,MINI_CART,Y4471,1,1
Y4507,MINI_CART,BJP94,1,1
Y4507,MINI_CART,CBN20,1,1
Y4507,COORD,Y4110,200,1
Y4507,QUICK,CMF02,0,1
Y4508,MINI_CART,Y4503,0,1
Y4508,MINI_CART,Y4114,0,1
Y4508,YMAL,Y4113,0,1
Y4508,YMAL,Y4407,0,1
Y4508,YMAL,Y4114,0,1
Y4508,MINI_CART,Y4113,0,1
Y4508,YMAL,Y4597,0,1
Y4508,MINI_CART,BJP94,1,1
Y4508,MINI_CART,Y4471,1,1
Y4508,MINI_CART,CBN20,1,1
Y4508,QUICK,CBN20,100,1
Y5017,COORD,CCX58,400,1
Y5017,COORD,BJP99,300,1
Y5017,COORD,Y5020,100,1
Y5018,YMAL,Y4407,0,1
Y5018,YMAL,Y4413,0,1
Y5018,COORD,Y4380,0,1
Y5018,COORD,Y5021,0,1
Y5018,COORD,Y5022,0,1
Y5018,MINI_CART,Y4471,1,1
Y5018,MINI_CART,BJP94,1,1
Y5018,MINI_CART,CBN20,1,1
Y5018,QUICK,CBN20,100,1
Y5018,YMAL,CCX58,400,1
Y5018,COORD,Y4475,300,1
Y5018,COORD,Y5017,100,1
Y5020,COORD,CCX58,400,1
Y5020,COORD,BJP99,300,1
Y5020,COORD,Y5017,100,1
Y5021,COORD,Y4485,0,1
Y5021,COORD,Y4380,0,1
Y5021,COORD,Y4486,0,1
Y5021,COORD,Y4475,300,1
Y5021,COORD,Y5017,100,1
Y5022,YMAL,Y4381,0,1
Y5022,COORD,Y4380,0,1
Y5022,COORD,Y5018,0,1
Y5022,COORD,Y5021,0,1
Y5022,YMAL,Y4421,0,1
Y5022,MINI_CART,BJP94,1,1
Y5022,MINI_CART,Y4471,1,1
Y5022,MINI_CART,CBN20,1,1
Y5022,QUICK,CBN20,100,1
Y5022,YMAL,CCX58,400,1
Y5022,COORD,Y4475,300,1
Y5022,COORD,Y5017,100,1
Y5023,COORD,Y4508,200,1
Y5023,YMAL,Y4081,0,1
Y5023,YMAL,Y4071,0,1
Y5023,COORD,Y4083,1,1
Y5023,COORD,Y4070,4,1
Y5023,YMAL,Y4075,0,1
Y5023,COORD,CBN20,2,1
Y5023,COORD,CCX58,400,1
Y5023,YMAL,Y4073,0,1
Y5023,COORD,BJP99,300,1
Y5023,MINI_CART,Y4471,1,1
Y5023,MINI_CART,BJP94,1,1
Y5023,MINI_CART,CBN20,1,1
Y5024,COORD,CCX58,400,1
Y5024,COORD,BJP99,300,1
Y5024,COORD,Y5017,100,1
Y5025,MINI_CART,Y4403,0,1
Y5025,MINI_CART,Y7464,0,1
Y5025,YMAL,Y4086,0,1
Y5025,YMAL,Y7464,0,1
Y5025,YMAL,Y4106,0,1
Y5025,YMAL,Y5026,0,1
Y5025,YMAL,Y4403,0,1
Y5025,MINI_CART,Y4086,0,1
Y5025,MINI_CART,Y4471,1,1
Y5025,MINI_CART,BJP94,1,1
Y5025,MINI_CART,CBN20,1,1
Y5025,QUICK,CBN20,100,1
Y5026,COORD,Y4508,200,1
Y5026,COORD,CCX58,400,1
Y5026,COORD,BJP99,300,1
Y5195,COORD,Y4412,300,1
Y5195,COORD,Y4413,200,1
Y5195,COORD,Y5195,100,1
Y5420,YMAL,CHN24,0,1
Y5420,YMAL,BDG10,0,1
Y5420,YMAL,CDR05,0,1
Y5420,YMAL,Y4083,0,1
Y5420,YMAL,Y4106,0,1
Y5420,MINI_CART,BJP99,0,1
Y5420,MINI_CART,CBN20,1,1
Y5420,QUICK,CDR05,0,1
Y5420,MINI_CART,BJP94,1,1
Y5420,MINI_CART,Y4471,1,1
Y5492,COORD,Y4486,0,1
Y5492,COORD,Y4482,0,1
Y5492,COORD,Y4485,0,1
Y5492,COORD,Y4475,0,1
Y5856,COORD,Y4475,0,1
Y5856,COORD,Y4486,0,1
Y5856,COORD,Y4485,0,1
Y5856,COORD,Y4482,0,1
Y7469,COORD,CCX58,400,1
Y7469,COORD,BJP99,300,1
Y7469,COORD,Y4508,200,1
Y8785,COORD,Y4475,0,1
Y8785,COORD,Y4482,0,1
Y8785,COORD,Y4485,0,1
Y8785,COORD,Y5022,0,1
Y8785,QUICK,CKV20,0,1
Y8785,YMAL,Y5492,0,1
Y8785,YMAL,Y5856,0,1
Y8785,YMAL,Y5021,0,1
Y8785,YMAL,Y5018,0,1
Y8785,MINI_CART,Y4471,1,1
Y8785,MINI_CART,BJP94,1,1
Y8785,MINI_CART,CBN20,1,1
Y8785,YMAL,BJP99,300,1
Y9001,COORD,Y4499,400,1
Y9001,COORD,CCX58,300,1
Y9001,COORD,Y4091,200,1
Y9001,COORD,BJP89,100,1
L7193,QUICK,D9779,10,1
BBB89,QUICK,D9776,10,1
BCD08,QUICK,D9776,10,1
BCM84,QUICK,D9775,10,1
BCN10,QUICK,D9776,20,1
BCN11,QUICK,D9776,20,1
BCN11,QUICK,D9775,10,1
BCN12,QUICK,D9776,20,1
BCN13,QUICK,D9776,20,1
BCN13,QUICK,D9775,10,1
BDD52,QUICK,D9775,10,1
BDD53,QUICK,D9775,10,1
BDD54,QUICK,D9775,10,1
BDD55,QUICK,D9775,10,1
BDD56,QUICK,D9775,10,1
BDY85,QUICK,D9775,30,1
\\\\\\BFB21,QUICK,D9775,10,1
BFT03,QUICK,D9776,20,1
BFT46,QUICK,D9775,10,1
BGC45,QUICK,D9775,10,1
BGC58,QUICK,D9775,10,1
BGC59,QUICK,D9775,10,1
BGM32,QUICK,D9776,20,1
BGN65,QUICK,D9775,10,1
BHJ24,QUICK,D9776,10,1
BHV03,QUICK,D9776,20,1
BHV03,QUICK,D9775,10,1
BHV63,QUICK,D9778,0,1
BHW41,QUICK,D9775,10,1
BHW45,QUICK,D9775,10,1
BHW46,QUICK,D9775,10,1
BJG24,QUICK,D9775,0,1
BJP26,QUICK,D9775,10,1
BMF36,QUICK,D9778,10,1
CBV53,QUICK,D9775,10,1
K2564,QUICK,D9778,10,1
L3479,QUICK,D9775,10,1
P8224,QUICK,D9775,10,1
T3431,QUICK,D9775,20,1
T3431,QUICK,D9776,10,1
T8379,QUICK,D9778,10,1
T8379,QUICK,D9775,10,1
V2727,QUICK,D9775,10,1
V3400,QUICK,D9776,10,1
V6753,QUICK,D9779,10,1
V8491,QUICK,D9776,10,1
W0265,QUICK,D9775,10,1
W0269,QUICK,D9775,10,1
W3146,QUICK,D9775,10,1
W3241,QUICK,D9775,10,1
W5269,QUICK,D9775,10,1
W5273,QUICK,D9776,10,1
