MarketingContentDescription
contentName,location,marketingText,langId,field1,field2,delete
SearchPageTab2,,"文章與視訊 (<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-8,,,0
SearchPageTab2,,"기사 & 비디오(<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-9,,,0
SearchPageTab2,,"アーティクル & ビデオ (<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-10,,,0
SearchPageTab2,,"Статьи и видеозаписи (<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-20,,,0
SearchPageTab2,,"Articole & Video (<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-21,,,0
SearchPageTab2,,"Artykuły i filmy wideo (<span id=""searchTabContentCount"">[contentTotalCount]</span>)",-22,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">We have received your request to have your password reset. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Your validation code is: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Use the validation code in the browser where you initiated the password reset request.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Thanks,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">The [storeName] team</p><br /><br />",-1,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Cher/Chère [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Nous avons bien reçu votre demande de réinitialisation de votre mot de passe. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Votre code de validation : </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Utilisez le code de validation dans le navigateur à partir duquel vous avez lancé la demande de réinitialisation du mot de passe.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Merci,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">L'équipe [storeName]</p><br /><br />",-2,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Liebe(r) [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Wir haben Ihre Anfrage zum Zurücksetzen Ihres Kennworts erhalten. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Ihr Gültigkeitscode ist: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Verwenden Sie den Gültigkeitscode in dem Browser, in dem Sie die Anforderung zum Zurücksetzen des Kennworts initialisiert haben.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Vielen Dank!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Ihr [storeName]-Team</p><br /><br />",-3,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Gentile [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Abbiamo ricevuto la sua richiesta di reimpostazione della password. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Il suo codice di convalida è: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Utilizzare il codice di convalida nel browser dove è stata avviata la richiesta di reimpostazione della password.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Grazie,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">il team di [storeName]</p><br /><br />",-4,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">;Estimado/a [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Hemos recibido su solicitud de restablecimiento de contraseña. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Su código de validación es: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Utilice el código de validación en el navegador en el que ha iniciado la solicitud de restablecimiento de contraseña.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Gracias,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">El equipo de [storeName]</p><br /><br />",-5,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Caro(a) [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Recebemos sua solicitação para ter sua senha reconfigurada. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Seu código de validação é: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Use o código de validação no navegador no qual você iniciou a solicitação de reconfiguração de senha.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Obrigado,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">A equipe da [storeName]</p><br /><br />",-6,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">亲爱的 [userName]，</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">我们已收到您重置密码的请求。</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>您的验证码为： </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">在您发出密码重置请求的浏览器中使用验证码。</p>               <br />                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">谢谢，</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 团队</p><br /><br />",-7,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">親愛的[userName]，</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">已收到您的要求，我們將重設您的密碼。</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>您的驗證碼是： </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">請在您起始密碼重設要求所在的瀏覽器中使用驗證碼。</p>               <br />                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">感謝您，</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 團隊</p><br /><br />",-8,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">[userName]님께,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">귀하의 비밀번호 재설정 요청을 수신했습니다. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>유효성 검증 코드는 다음과 같습니다. </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">비밀번호 재설정 요청을 시작한 브라우저에서 유효성 검증 코드를 사용하십시오.</p>               <br />                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">감사합니다.</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 팀 배상</p><br /><br />",-9,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">お客様のパスワードのリセットのご依頼を受け付けました。</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>お客様の確認コード: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">パスワードのリセット要求を開始したブラウザーで、確認コードを使用してください。</p>               <br />                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">ありがとうございました。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] チーム</p><br /><br />",-10,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Здравствуйте, [userName]!</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Мы получили Ваш запрос на сброс пароля. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Проверочный код: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Укажите этот код в браузере, из которого вы отправили запрос на сброс пароля.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Спасибо!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Коллектив [storeName]</p><br /><br />",-20,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Stimate [userName],</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Am primit solicitarea dumneavoastră de a vă fi resetată parola. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Codul dumneavoastră de validare este: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Utilizaţi codul de validare în browser-ul în care aţi iniţiat solicitarea de resetare a parolei.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Vă mulţumim,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Echipa [storeName]</p><br /><br />",-21,,,0
PasswordResetNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Szanowny użytkowniku [userName]!</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Otrzymaliśmy prośbę o zresetowanie hasła. </p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;""><strong>Kod sprawdzający: </strong>[validationCode]</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Użyj kodu sprawdzającego w przeglądarce, w której zainicjowano żądanie resetowania hasła.</p>               <br />               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Dziękujemy!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Zespół sklepu [storeName]</p><br /><br />",-22,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear customer,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] from e-mail address : [senderEmail] has created a wish list.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">To take a look, click the following link:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Thanks,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">The [storeName] team</p><br/>",-1,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Cher client/Chère cliente,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] dont l'adresse électronique est [senderEmail], a créé une liste de présélection.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Pour consulter cette liste, cliquez sur le lien suivant :</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Merci,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">L'équipe [storeName]</p><br/>",-2,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Liebe Kundin, lieber Kunde,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] mit der E-Mail-Adresse [senderEmail] hat eine Wunschliste erstellt.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Wenn Sie diese Wunschliste einsehen möchten, klicken Sie auf den folgenden Link:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Vielen Dank!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Ihr [storeName]-Team</p><br/>",-3,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Gentile cliente,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] dall'indirizzo e-mail : [senderEmail] ha creato un elenco di interessi.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Per consultarlo, premere sul seguente collegamento:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Grazie,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">il team di [storeName]</p><br/>",-4,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Estimado cliente,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] de la dirección de correo electrónico : [senderEmail] ha creado una lista de deseos.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Para ver la lista, pulse el enlace siguiente:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Gracias,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">El equipo de [storeName]</p><br/>",-5,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Caro Cliente,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">O [senderName] do endereço de email: [senderEmail] criou uma lista de desejos.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Para verificar, clique no link a seguir:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Obrigado,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">A equipe da [storeName]</p><br/>",-6,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">尊敬的客户，</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] 来自电子邮件地址：[senderEmail] 已创建心愿清单。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">要查看内容，请单击以下链接：</p>                             <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">谢谢，</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 团队</p><br/>",-7,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">親愛的客戶，</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] 寄件者電子郵件位址：[senderEmail] 已建立一份欲購商品清單。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">若想查看，請按一下下列鏈結：</p>                             <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">感謝您，</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 團隊</p><br/>",-8,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">고객님,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] 이메일 주소: [senderEmail]에서 찜 목록을 작성했습니다.</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">확인하려면 다음 링크를 클릭하십시오.</p>                             <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">감사합니다.</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] 팀 배상</p><br/>",-9,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Dear customer,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">E メール・アドレス: [senderEmail] からの [senderName] は、買い物候補リストを作成しました。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">参照するには、以下のリンクをクリックしてください。</p>                             <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">ありがとうございました。</p>                             <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[storeName] チーム</p><br/>",-10,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Уважаемый покупатель!</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] с адреса электронной почты [senderEmail] создал список предпочтений.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Для просмотра выберите следующую ссылку:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Спасибо!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Коллектив [storeName]</p><br/>",-20,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Stimate client,</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">[senderName] cu adresa de e-mail [senderEmail] a creat o listă de dorinţe.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Dacă doriţi să o vedeţi, faceţi clic pe legătura următoare:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Vă mulţumim,</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Echipa [storeName]</p><br/>",-21,,,0
WishlistCreateNotifyCenter,,"<h2 style=""color: #808080; font-size: 16px; font-weight: normal; margin-top: 30px; margin-bottom: 12px;"">Szanowny Kliencie!</h2>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Użytkownik [senderName] (adres e-mail: [senderEmail]) utworzył listę życzeń.</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Aby ją obejrzeć, należy kliknąć poniższy odsyłacz:</p>               <p style=""margin: 15px 0; line-height: 14px; overflow: hidden; width: 558px; word-wrap: break-word;"">                <a style=""color: #0081AF; text-decoration: underline;"" class=""link""href=""[link]"">[link]</a>               </p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Dziękujemy!</p>               <p style=""margin: 0; line-height: 14px; color: #404040; font-size: 12px;"">Zespół sklepu [storeName]</p><br/>",-22,,,0
HelpCenter,,"<div class=""container_static_full_width container_margin_5px""> <div class=""static_page_content""> <div class=""page_header"" role=""heading"" aria-level=""1"">Help</div> <div class=""content_box""> <div class=""header_top"">Frequently Asked Questions</div> <div class=""item_spacer_5px""></div> <div class=""item_spacer_10px""></div> <div class=""header"">How do I order?</div> <div class=""info_section""> <p>It's easy to order from [storeName]. If this is your first time purchasing from our store, just follow these three easy steps: </p> <div class=""item_spacer_5px""></div> <ol> <li>Browse the catalog. </li> <li>Add the item you want to your shopping cart. </li> <li>Complete the checkout flow. </li> </ol> <div class=""item_spacer_5px""></div> <p>You will be asked for your e-mail address and a password to register yourself as a customer. Then, the next time you shop with us, we will have your information already stored, and you won't need to input it again.</p> </div> <div class=""header"">How can I pay?</div> <div class=""info_section""> <p>We accept Visa, MasterCard, or American Express. When you are checking out, you will be prompted to enter your credit card number for payment.</p> </div> <div class=""header"">Is it safe to use my credit card?</div> <div class=""info_section""> <p>We guarantee that every transaction you make at [storeName] will be 100 percent safe and secure. This means you pay nothing if unauthorized charges are made to your card as a result of shopping at [storeName]. If you feel more comfortable, you may enter only your cards last five digits and its expiration date. Once you have fully submitted your order, you can call us and let us know the rest of your card number over the phone.</p> </div> <div class=""header"">How do I track my order?</div> <div class=""info_section""> <p>You can review the status of any order you have placed at [storeName] simply by clicking the My account link at the top of every page. From there, you will be able to view or modify any order that has yet to enter the shipping process.</p> </div> </div> </div> <div class=""clear_float""></div> </div>",-1,,,0
