CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
BBY75,SM8plus,0
Y8718,SMVehicles,0
Y8718,SMHotWheels,0
Y8718,SMClearance,0
Y8718,SMCategory,0
Y8718,SMBrand,0
Y8718,SMBoys,0
Y8718,SMAges,0
Y8718,SM6to7,0
Y9172,SMMatchbox,0
Y9172,SMDolls,0
Y9172,SMCategory,0
Y9172,SMBrand,0
Y9172,SMBoys,0
Y9172,SMAges,0
Y9172,SM4to5,0
Y6647,SMVehicles,0
Y6647,SMEverAfterHigh,0
Y6647,SMClearance,0
Y6647,SMCategory,0
Y6647,SMBrand,0
Y6647,SMBoys,0
Y6647,SMAges,0
Y6647,SM8plus,0
Y6655,SMVehicles,0
Y6655,SMMatchbox,0
Y6655,SMGirls,0
Y6655,SMClearance,0
Y6655,SMCategory,0
Y6655,SMBrand,0
Y6655,SMAges,0
Y6655,SM8plus,0
Y9186,SMVehicles,0
Y9186,SMMatchbox,0
Y9186,SMGirls,0
Y9186,SMCategory,0
Y9186,SMBrand,0
Y9186,SMAges,0
Y9186,SM3plus,0
Y0996,SMDolls,0
Y0996,SMDisneyCars,0
Y0996,SMCategory,0
Y0996,SMBrand,0
Y0996,SMBoys,0
Y0996,SMAges,0
Y0996,SM6to7,0
BBC81,SMGirls,0
BBC81,SMCategory,0
BBC81,SMBrand,0
BBC81,SMBarbie,0
BBC81,SMAges,0
BBC81,SMActionFigues,0
BBC81,SM6to7,0
BCC47,SMMatchbox,0
BCC47,SMGirls,0
BCC47,SMCategory,0
BCC47,SMBrand,0
BCC47,SMAges,0
BCC47,SMActionFigues,0
BCC47,SM6to7,0
Y7695,SMWWE,0
Y7695,SMGirls,0
Y7695,SMCategory,0
Y7695,SMBrand,0
Y7695,SMAges,0
Y7695,SMActionFigues,0
Y7695,SM3plus,0
Y7696,SMGirls,0
Y7696,SMDolls,0
Y7696,SMDisneyCars,0
Y7696,SMCategory,0
Y7696,SMBrand,0
Y7696,SMAges,0
Y7696,SM8plus,0
Y7697,SMVehicles,0
Y7697,SMHotWheels,0
Y7697,SMGirls,0
Y7697,SMGifts,0
Y7697,SMCategory,0
Y7697,SMBrand,0
Y7697,SMAges,0
Y7697,SM6to7,0
Y7719,SMGirls,0
Y7719,SMEverAfterHigh,0
Y7719,SMCategory,0
Y7719,SMBrand,0
Y7719,SMAges,0
Y7719,SMActionFigues,0
Y7719,SM4to5,0
Y7720,SMMatchbox,0
Y7720,SMCategory,0
Y7720,SMBrand,0
Y7720,SMBoys,0
Y7720,SMAges,0
Y7720,SMActionFigues,0
Y7720,SM3plus,0
Y7725,SMMatchbox,0
Y7725,SMGirls,0
Y7725,SMGifts,0
Y7725,SMDolls,0
Y7725,SMCategory,0
Y7725,SMBrand,0
Y7725,SMAges,0
Y7725,SM6to7,0
Y7726,SMDisneyCars,0
Y7726,SMCategory,0
Y7726,SMBrand,0
Y7726,SMBoys,0
Y7726,SMAges,0
Y7726,SMActionFigues,0
Y7726,SM4to5,0
Y7727,SM6to7,0
Y7727,SMActionFigues,0
Y7727,SMHotWheels,0
Y7727,SMCategory,0
Y7727,SMBrand,0
Y7727,SMBoys,0
Y7727,SMAges,0
Y7728,SMMatchbox,0
Y7728,SMGirls,0
Y7728,SMDolls,0
Y7728,SMCategory,0
Y7728,SMBrand,0
Y7728,SMAges,0
Y7728,SM3plus,0
Y7729,SMDolls,0
Y7729,SMCategory,0
Y7729,SMBrand,0
Y7729,SMBoys,0
Y7729,SMBarbie,0
Y7729,SMAges,0
Y7729,SM3plus,0
X9505,SMGirls,0
X9505,SMEverAfterHigh,0
X9505,SMCategory,0
X9505,SMBrand,0
X9505,SMAges,0
X9505,SMActionFigues,0
X9505,SM4to5,0
X9579,SMVehicles,0
X9579,SMEverAfterHigh,0
X9579,SMCategory,0
X9579,SMBrand,0
X9579,SMBoys,0
X9579,SMAges,0
X9579,SM8plus,0
Y0228,SMMatchbox,0
Y0228,SMGirls,0
Y0228,SMCategory,0
Y0228,SMBrand,0
Y0228,SMAges,0
Y0228,SMActionFigues,0
Y0228,SM3plus,0
Y0230,SMVehicles,0
Y0230,SMGirls,0
Y0230,SMDisneyCars,0
Y0230,SMCategory,0
Y0230,SMBrand,0
Y0230,SMAges,0
Y0230,SM8plus,0
Y1173,SMVehicles,0
Y1173,SMGirls,0
Y1173,SMCategory,0
Y1173,SMBrand,0
Y1173,SMBarbie,0
Y1173,SMAges,0
Y1173,SM3plus,0
Y5910,SMVehicles,0
Y5910,SMMonsterHigh,0
Y5910,SMGirls,0
Y5910,SMCategory,0
Y5910,SMBrand,0
Y5910,SMAges,0
Y5910,SM3plus,0
Y7445,SMVehicles,0
Y7445,SMDisneyCars,0
Y7445,SMCategory,0
Y7445,SMBrand,0
Y7445,SMBoys,0
Y7445,SMAges,0
Y7445,SM4to5,0
Y7450,sale-playsets,1
Y7450,SMMonsterHigh,0
Y7450,SMGirls,0
Y7450,SMDolls,0
Y7450,SMCategory,0
Y7450,SMBrand,0
Y7450,SMAges,0
Y7450,SM6to7,0
Y7496,sale-playsets,2
Y7496,SMVehicles,0
Y7496,SMGirls,0
Y7496,SMEverAfterHigh,0
Y7496,SMCategory,0
Y7496,SMBrand,0
Y7496,SMAges,0
Y7496,SM8plus,0
Y7501,sale-playsets,3
Y7501,SMMatchbox,0
Y7501,SMGirls,0
Y7501,SMCategory,0
Y7501,SMBrand,0
Y7501,SMAges,0
Y7501,SMActionFigues,0
Y7501,SM6to7,0
Y8845,sale-playsets,4
Y8845,SMVehicles,0
Y8845,SMGirls,0
Y8845,SMEverAfterHigh,0
Y8845,SMCategory,0
Y8845,SMBrand,0
Y8845,SMAges,0
Y8845,SM3plus,0
Y9347,sale-playsets,5
Y9347,SMVehicles,0
Y9347,SMMatchbox,0
Y9347,SMCategory,0
Y9347,SMBrand,0
Y9347,SMBoys,0
Y9347,SMAges,0
Y9347,SM4to5,0
Y0787,SMVehicles,0
